__typename,id,us_item_id,name,catalog_product_type,thumbnail_url,item_type,category_path_id,buy_now_eligible,class_type,average_rating,number_of_reviews,seller_name,url,price,is_preowned,availability_status_display_value,availability_status,image_url,is_out_of_stock,sales_unit,modular_stack_key,short_description,brand,average_weight,weight_increment,additional_offer_count,availability_in_nearbyStore
Product,4T52RK1JCSH2,366197418,"Restored Apple MacBook Air 13.3"" MQD32LL/A Mid 2017 Silver - Intel Core i5-5350U 1.8GHz - 8GB RAM - 128GB SSD (Refurbished)",Laptop Computers,https://i5.walmartimages.com/asr/daa126f4-1ead-47a9-8905-629100183cd6.354426d0a9b95d55bc9df419bead9cc4.jpeg,,0:3944:1089430:3951:8945805:4302526,True,REGULAR,3.8,28.0,Reliance,https://walmart.com/ip/Restored-Apple-MacBook-Air-13-3-MQD32LL-A-Mid-2017-Silver-Intel-Core-i5-5350U-1-8GHz-8GB-RAM-128GB-SSD-Refurbished/366197418?conditionGroupCode=2&classType=REGULAR,199.0,True,In stock,IN_STOCK,https://i5.walmartimages.com/asr/daa126f4-1ead-47a9-8905-629100183cd6.354426d0a9b95d55bc9df419bead9cc4.jpeg,False,EACH,5817fecc-2b46-4f8d-9a6c-2fddc1a7f487,<li>13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors.</li><li>512GB PCI-E based flash memory</li>,,,1,2.0,False
Product,5AKSIWHPPUK5,15443422146,"Apple 15"" MacBook Air with M4 chip, 10-core CPU / 10-core GPU, 16GB Memory, 256GB SSD - Sky Blue",Laptop Computers,https://i5.walmartimages.com/seo/Apple-15-inch-MacBook-Air-M4-w-10-core-CPU-and-10-core-GPU-256GB-SSD-Sky-Blue-MC7A4LL-A-2025_5682b1e0-5a2f-42cc-a84d-b95bddc8bc5c.49f2af97c8c5c19b5618a526763c0d61.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,,0:3944:1089430:3951:8945805:4302526,True,VARIANT,4.5,126.0,Adorama,https://walmart.com/ip/Apple-15-inch-MacBook-Air-M4-w-10-core-CPU-and-10-core-GPU-256GB-SSD-Sky-Blue-MC7A4LL-A-2025/15443422146?classType=VARIANT,1068.0,False,In stock,IN_STOCK,https://i5.walmartimages.com/seo/Apple-15-inch-MacBook-Air-M4-w-10-core-CPU-and-10-core-GPU-256GB-SSD-Sky-Blue-MC7A4LL-A-2025_5682b1e0-5a2f-42cc-a84d-b95bddc8bc5c.49f2af97c8c5c19b5618a526763c0d61.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,False,EACH,5817fecc-2b46-4f8d-9a6c-2fddc1a7f487,<li>Supercharged by M4</li><li>Built for Apple Intelligence</li><li>Up to 18 Hours of Battery Life</li><li>15.3 inch Liquid Retina Display</li>,,,1,,False
Product,66YZLDT1XZYE,5410767973,"Restored Apple Macbook Air 13.3"" Intel Core i5 4250U Ram 4GB Storage 128GB SSD –",Laptop Computers,https://i5.walmartimages.com/seo/Restored-Apple-Macbook-Air-13-3-Intel-Core-i5-4250U-Ram-4GB-Storage-128GB-SSD-Refurbished_5d34f744-830b-4d07-ac74-f08d6b87dcd0.85a1b3e0a46dc472692e5175801842d6.jpeg,,0:3944:1089430:3951:8945805:4302526,True,REGULAR,2.2,31.0,Reliance,https://walmart.com/ip/Restored-Apple-Macbook-Air-13-3-Intel-Core-i5-4250U-Ram-4GB-Storage-128GB-SSD-Refurbished/5410767973?conditionGroupCode=2&classType=REGULAR,199.0,False,In stock,IN_STOCK,https://i5.walmartimages.com/seo/Restored-Apple-Macbook-Air-13-3-Intel-Core-i5-4250U-Ram-4GB-Storage-128GB-SSD-Refurbished_5d34f744-830b-4d07-ac74-f08d6b87dcd0.85a1b3e0a46dc472692e5175801842d6.jpeg,False,EACH,5817fecc-2b46-4f8d-9a6c-2fddc1a7f487,"Built-in Display: 13.3"" in 
Native Resolution: 1366x768 pixels
2nd Max. Resolution: 2560x1600 (x2)
Processor Type: Intel Core i5 (I5- 4250U)
Processors: 1 (2 Cores)
Processor Speed: 1.3 GHz
Turbo",,,1,,False
Product,0W7GTEYJ9VPX,3658599402,"Restored Apple 16-inch MacBook Pro Touch Bar, 2.6 GHz Intel Core i7 6-Core, 32GB RAM, 512GB SSD - Space Gray",Laptop Computers,https://i5.walmartimages.com/seo/Restored-Apple-16-inch-MacBook-Pro-Touch-Bar-2-6-GHz-Intel-Core-i7-6-Core-32GB-RAM-512GB-SSD-Space-Gray-Refurbished_588706a3-aa0d-4cb8-98a8-0a060f35d1d5.f39141492b53b9e35eba96dd8456d5a7.jpeg,,0:3944:1089430:3951:8945805:6996875,True,VARIANT,3.9,7.0,JVCOM,https://walmart.com/ip/2019-Apple-MacBook-Pro-16-Core-i7-2-6GHz-32GB-RAM-512GB-SSD-MVVL2LL-A/3658599402?conditionGroupCode=2&classType=VARIANT,529.99,True,In stock,IN_STOCK,https://i5.walmartimages.com/seo/Restored-Apple-16-inch-MacBook-Pro-Touch-Bar-2-6-GHz-Intel-Core-i7-6-Core-32GB-RAM-512GB-SSD-Space-Gray-Refurbished_588706a3-aa0d-4cb8-98a8-0a060f35d1d5.f39141492b53b9e35eba96dd8456d5a7.jpeg,False,EACH,5817fecc-2b46-4f8d-9a6c-2fddc1a7f487,"<li>Restored Apple 16-inch MacBook Pro Touch Bar, 2.6 GHz Intel Core i7 6-Core, 32GB RAM, 512GB SSD - Space Gray (Refurbished)</li><li>Restored Apple 16-inch MacBook Pro Touch Bar, 2.6 GHz Intel Core</li>",,,1,,False
Product,5EFTPMDDKODK,13741815544,"Restored Apple 2022 MacBook Air Laptop with M2 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera; Midnight",Laptop Computers,https://i5.walmartimages.com/asr/ae0e15d0-d33f-43a7-9377-06ddeb9987d2.12805886258e8e07ead472aaa52acb39.jpeg,,0:3944:1089430:3951:8945805:4302526,True,VARIANT,5.0,1.0,MacPro-LA,https://walmart.com/ip/Apple-13-inch-MacBook-Air-M2-chip-with-8C-CPU-8C-GPU-256GB-SSD-16GB-Memory-Midnight-MC7X4LL-A-Fall24/13741815544?conditionGroupCode=2&classType=VARIANT,899.0,False,In stock,IN_STOCK,https://i5.walmartimages.com/asr/ae0e15d0-d33f-43a7-9377-06ddeb9987d2.12805886258e8e07ead472aaa52acb39.jpeg,False,EACH,5817fecc-2b46-4f8d-9a6c-2fddc1a7f487,<li>13.6-inch (diagonal) LED-backlit display with IPS technology</li><li>Apple M2 chip with 8Core CPU and 8Core GPU</li><li>1080p FaceTime HD camera</li><li>MacBook Air 13. Dont take it lightly.</li>,,,1,,False
Product,6DF2S9JAU9RH,5342696144,"Restored Apple MacBook Air Laptop, 13.6"" Retina Display with Touch ID, Apple M3, 512GB SSD, macOS Sonoma, MRXW3LL/A",Laptop Computers,https://i5.walmartimages.com/seo/13-inch-MacBook-Air-Apple-M3-chip-with-8-core-CPU-and-10-core-GPU-8GB-512GB-SSD-Midnight_13cde0aa-a09e-44e3-8ba0-108f2f1f2b70.d936e90f117b1ba5ba9ae378426073df.jpeg,,0:3944:1089430:3951:8945805:4302526,True,VARIANT,5.0,2.0,LTechMart,https://walmart.com/ip/13-inch-MacBook-Air-Apple-M3-chip-with-8-core-CPU-and-10-core-GPU-8GB-512GB-SSD-Midnight/5342696144?conditionGroupCode=2&classType=VARIANT,699.0,True,In stock,IN_STOCK,https://i5.walmartimages.com/seo/13-inch-MacBook-Air-Apple-M3-chip-with-8-core-CPU-and-10-core-GPU-8GB-512GB-SSD-Midnight_13cde0aa-a09e-44e3-8ba0-108f2f1f2b70.d936e90f117b1ba5ba9ae378426073df.jpeg,False,EACH,5817fecc-2b46-4f8d-9a6c-2fddc1a7f487,<li>Apple M3 8C CPU - 8C GPU</li><li>8GB Memory</li><li>13-in Screen Size - Midnight</li><li>256GB SSD Flash Drive Capacity</li>,,,1,,False
Product,3RKOID0HVEWN,995073547,Restored Apple MacBook Air Laptop Apple M1 8-Core CPU 7-Core GPU 8GB RAM 128GB SSD 13 Space Gray MGN53LL/A (2020) (Refurbished),Laptop Computers,https://i5.walmartimages.com/asr/ab1c6aca-f7b4-4c54-92ff-5f447ac6dfb3.0d77da3ca6dccf806e411392c31fca99.jpeg,,0:3944:1089430:3951:8945805:4302526,True,VARIANT,3.6,44.0,Powered By Tek,https://walmart.com/ip/Restored-Apple-MacBook-Air-Laptop-Apple-M1-8-Core-CPU-7-Core-GPU-8GB-RAM-128GB-SSD-13-Space-Gray-MGN53LL-A-2020-Refurbished/995073547?conditionGroupCode=2&classType=VARIANT&athbdg=L1800,319.99,True,In stock,IN_STOCK,https://i5.walmartimages.com/asr/ab1c6aca-f7b4-4c54-92ff-5f447ac6dfb3.0d77da3ca6dccf806e411392c31fca99.jpeg,False,EACH,5817fecc-2b46-4f8d-9a6c-2fddc1a7f487,"<li>Refurbished Apple A Grade Macbook Pro (2020, Space Gray, Touch Bar)</li><li>13.3-inch Retina 2560x1600 Display</li><li>3.2Ghz 8-Core M1</li><li>128GB SSD 8GB Memory</li><li>Integrated Apple GPU</li>",,,1,,False
Product,4CIFLEA1QS2U,263704027,Pre-Owned Apple 13.3 MacBook Pro Retina Display 2.3GHz Intel Core i5 Dual Core 8GB RAM 256GB SSD Silver MPXU2LL A MID 2017,Laptop Computers,https://i5.walmartimages.com/asr/325a72b0-2cc3-4eb3-aee5-bbf245953f81.b5dc91b22e1e18c43096ab8cf8d61800.jpeg,,0:3944:1089430:3951:8945805:6996875,True,REGULAR,3.4,20.0,RevitaTech,https://walmart.com/ip/Used-Apple-MacBook-Pro-MPXU2LL-A-13-3-inch-Retina-Display-2-3GHz-Intel-Core-i5-8GB-RAM-256GB-SSD-Silver/263704027?conditionGroupCode=3&classType=REGULAR,249.0,True,In stock,IN_STOCK,https://i5.walmartimages.com/asr/325a72b0-2cc3-4eb3-aee5-bbf245953f81.b5dc91b22e1e18c43096ab8cf8d61800.jpeg,False,EACH,5817fecc-2b46-4f8d-9a6c-2fddc1a7f487,"Fair Description: Refurbished-Fair condition products have been professionally restored by our certified technicians. Prior to shipment, the products undergo extensive inspection and sanitization in",,,1,,False
Product,3EUUI5GJ1Y6R,470339255,"Restored Apple MacBook Air, 11.6"" Laptop, Intel Core i5, 4GB RAM, 128GB SSD, Mac OS, Silver, MJVM2LL/A (Refurbished)",Laptop Computers,https://i5.walmartimages.com/seo/Restored-Apple-MacBook-Air-11-6-Laptop-Intel-Core-i5-4GB-RAM-128GB-SSD-No-Mac-OS-Silver-MJVM2LL-A-Refurbished_1c10fb41-5996-4bf1-a005-3504b281ddd4.0642f0f8b7b6edd19aadc9a61c07f71d.jpeg,,0:3944:1089430:3951:8945805:4302526,True,VARIANT,3.6,134.0,"ASN Depot, Inc.",https://walmart.com/ip/Restored-Apple-MacBook-Air-11-6-Laptop-Intel-Core-i5-4GB-RAM-128GB-SSD-No-Mac-OS-Silver-MJVM2LL-A-Refurbished/470339255?conditionGroupCode=2&classType=VARIANT,136.98,True,In stock,IN_STOCK,https://i5.walmartimages.com/seo/Restored-Apple-MacBook-Air-11-6-Laptop-Intel-Core-i5-4GB-RAM-128GB-SSD-No-Mac-OS-Silver-MJVM2LL-A-Refurbished_1c10fb41-5996-4bf1-a005-3504b281ddd4.0642f0f8b7b6edd19aadc9a61c07f71d.jpeg,False,EACH,5817fecc-2b46-4f8d-9a6c-2fddc1a7f487,<li>1.6 GHz dual-core Intel Core i5 (Turbo Boost up to 2.7 GHz) with 3 MB shared L3 cache</li><li>4 GB of 1600 MHz LPDDR3 RAM; 128 GB PCIe-based flash storage</li><li>11.6-Inch (diagonal) LED-backlit</li>,,,1,,False
Product,5G1PDQQJBN4G,520503760,"Restored Apple MacBook Air 13.3"" Display, Intel Core i5 (Refurbished)",Laptop Computers,https://i5.walmartimages.com/seo/Restored-Apple-MacBook-Air-13-3-Display-Intel-Core-i5_a3f83400-1ad0-44a4-a3fc-a69d317d9713.f54b7ebb8ec5815fd7b777478b0dbe21.jpeg,,0:3944:1089430:3951:8945805:4302526,True,REGULAR,3.9,21.0,CTS Warehouse,https://walmart.com/ip/Restored-Apple-MacBook-Air-13-3-Display-Intel-Core-i5/520503760?conditionGroupCode=2&classType=REGULAR,166.0,True,In stock,IN_STOCK,https://i5.walmartimages.com/seo/Restored-Apple-MacBook-Air-13-3-Display-Intel-Core-i5_a3f83400-1ad0-44a4-a3fc-a69d317d9713.f54b7ebb8ec5815fd7b777478b0dbe21.jpeg,False,EACH,5817fecc-2b46-4f8d-9a6c-2fddc1a7f487,This device is in Fair Condition.Aluminum unibody designmacOS version 10.10 pre-installedIntel 5th Gen Core i7-5650U Dual-Core 2.2GHz CPU3.1GHz Max Turbo Frequency8GB 1600MHz LPDDR3 RAM128 GB Solid,,,1,2.0,False
Product,71BT51D0D66G,424114850,Restored Apple MacBook Pro Core i7 Retina 2.6GHz 16GB RAM 256GB SSD Touch 15 - MLH32LL/A (Refurbished),Laptop Computers,https://i5.walmartimages.com/asr/2f501cb7-9d1e-4f6f-8561-f1edcfa139b5.6172b8c9af14c8f51e1efd1cbd95468e.jpeg,,0:3944:1089430:3951:8945805:6996875,True,REGULAR,5.0,1.0,Reliance,https://walmart.com/ip/Restored-Apple-MacBook-Pro-Core-i7-Retina-2-6GHz-16GB-RAM-256GB-SSD-Touch-15-MLH32LL-A-Refurbished/424114850?conditionGroupCode=2&classType=REGULAR,279.0,True,In stock,IN_STOCK,https://i5.walmartimages.com/asr/2f501cb7-9d1e-4f6f-8561-f1edcfa139b5.6172b8c9af14c8f51e1efd1cbd95468e.jpeg,False,EACH,5817fecc-2b46-4f8d-9a6c-2fddc1a7f487,<li>NONE</li><li>NONE</li><li>NONE</li><li>NONE</li>,,,1,,False
Product,6UMAYTCT2OEA,5184688162,"Restored Apple Macbook Pro A1990 15"" - Intel Core I7-8850H - 16GB RAM 256GB Storage - Grey - 2019 (Refurbished)",Laptop Computers,https://i5.walmartimages.com/asr/747cb486-cb96-4986-87f4-77ab8ebc0cfb.e48c5e6ad23e07a4de3e288e27dbae2e.jpeg,,0:3944:1089430:3951:8945805:6996875,True,REGULAR,4.0,45.0,Reliance,https://walmart.com/ip/Restored-Apple-Macbook-Pro-A1990-15-Intel-Core-I7-8850H-16GB-RAM-256GB-Storage-Grey-2019/5184688162?conditionGroupCode=2&classType=REGULAR,426.0,True,In stock,IN_STOCK,https://i5.walmartimages.com/asr/747cb486-cb96-4986-87f4-77ab8ebc0cfb.e48c5e6ad23e07a4de3e288e27dbae2e.jpeg,False,EACH,5817fecc-2b46-4f8d-9a6c-2fddc1a7f487,"<li>Display: 15 Inches Display Resolution: 2880 x 1800 pixels 220 ppi density</li><li>Processor: Intel Core i7 6-Core, 2.6 GHz GPU: Intel UHD Graphics 630</li><li>RAM: 16GB 2400 MHz DDR4 Storage 256GB</li>",,,1,1.0,False
